DOI	Date	License
10.1101/008581	2015-05-30	CC BY-NC-ND
10.1101/008607	2014-09-01	None
10.1101/008615	2014-11-12	CC BY-NC
10.1101/008623	2014-11-20	None
10.1101/008631	2014-09-02	CC BY
10.1101/008649	2014-09-01	CC BY-ND
10.1101/008656	2014-09-02	CC BY-NC-ND
10.1101/008664	2014-09-03	CC BY-NC-ND
10.1101/008672	2014-12-23	None
10.1101/008680	2014-09-02	CC BY
10.1101/008698	2014-09-02	CC BY-NC-ND
10.1101/008706	2014-10-14	CC BY
10.1101/008714	2014-11-10	None
10.1101/008730	2014-09-02	None
10.1101/008748	2014-09-03	CC BY-NC-ND
10.1101/008755	2014-09-04	CC BY
10.1101/008763	2015-02-26	CC BY
10.1101/008771	2014-09-04	CC BY-ND
10.1101/008789	2015-06-11	CC BY-NC-ND
10.1101/008797	2015-04-07	None
10.1101/008805	2014-10-08	CC BY-ND
10.1101/008813	2015-01-07	None
10.1101/008821	2015-12-03	CC BY-NC
10.1101/008839	2014-09-04	None
10.1101/008847	2014-09-06	CC BY-NC-ND
10.1101/008854	2014-09-08	CC BY
10.1101/008862	2014-09-08	CC BY-ND
10.1101/008896	2014-09-09	CC BY
10.1101/008904	2014-09-08	None
10.1101/008912	2014-09-09	CC BY-NC-ND
10.1101/008920	2014-09-09	CC BY-NC-ND
10.1101/008938	2014-11-04	CC BY-ND
10.1101/008946	2014-09-09	CC BY-NC-ND
10.1101/008953	2014-09-10	None
10.1101/008961	2014-09-12	CC BY-NC-ND
10.1101/008979	2016-01-20	CC BY
10.1101/008987	2014-09-25	None
10.1101/008995	2014-09-11	CC BY-NC-ND
10.1101/009001	2014-09-11	CC BY-NC
10.1101/009027	2014-09-12	CC BY
10.1101/009068	2014-09-16	None
10.1101/009084	2015-01-06	None
10.1101/009092	2014-09-13	None
10.1101/009100	2014-09-14	CC BY
10.1101/009126	2014-11-24	CC BY-ND
10.1101/009134	2014-09-29	CC BY
10.1101/009175	2015-01-08	CC BY
10.1101/009183	2014-09-16	CC BY-NC
10.1101/009191	2014-09-17	CC BY-NC-ND
10.1101/009209	2014-12-09	CC BY-NC-ND
10.1101/009217	2014-09-16	CC BY-NC-ND
10.1101/009225	2014-09-16	CC BY-NC-ND
10.1101/009258	2014-09-18	CC BY-NC-ND
10.1101/009274	2014-09-18	CC BY-NC-ND
10.1101/009282	2015-02-18	CC BY
10.1101/009290	2014-09-18	None
10.1101/009308	2015-05-09	None
10.1101/009332	2014-09-18	CC BY-NC-ND
10.1101/009340	2014-09-26	None
10.1101/009357	2014-09-18	CC BY-NC-ND
10.1101/009365	2014-09-18	None
10.1101/009373	2014-10-24	CC BY-NC-ND
10.1101/009407	2014-11-14	None
10.1101/009423	2014-11-18	CC BY-NC-ND
10.1101/009431	2014-09-19	None
10.1101/009449	2014-09-19	None
10.1101/009456	2014-09-29	CC BY
10.1101/009464	2014-11-19	CC BY-NC-ND
10.1101/009472	2014-12-26	CC BY-NC-ND
10.1101/009480	2014-09-21	CC BY-NC
10.1101/009498	2014-09-22	CC BY-NC-ND
10.1101/009506	2014-09-22	CC BY
10.1101/009522	2015-08-23	CC BY
10.1101/009548	2015-05-12	CC BY-NC-ND
10.1101/009555	2014-11-10	CC BY-NC-ND
10.1101/009563	2014-09-24	CC BY-NC-ND
10.1101/009571	2014-09-30	CC BY-NC-ND
10.1101/009589	2014-10-27	None
10.1101/009597	2014-10-06	None
10.1101/009613	2014-09-26	CC BY
10.1101/009654	2014-09-25	CC BY-NC-ND
10.1101/009670	2015-04-17	None
10.1101/009688	2014-09-27	None
10.1101/009696	2014-09-26	CC BY-NC-ND
10.1101/009720	2015-06-25	CC BY-NC
10.1101/009746	2014-10-28	CC BY-NC-ND
10.1101/009753	2014-09-29	CC BY-ND
10.1101/009761	2014-09-29	CC BY-NC-ND
10.1101/009795	2015-07-03	None
10.1101/009803	2015-04-22	CC BY
10.1101/009811	2014-09-30	CC BY-NC-ND
10.1101/009829	2014-10-02	None
10.1101/009837	2014-12-09	None
10.1101/009845	2014-10-01	CC BY
10.1101/009878	2014-10-02	None
10.1101/009886	2014-10-02	CC BY-NC-ND
10.1101/009902	2014-10-03	CC BY
10.1101/009928	2014-10-03	CC BY-NC-ND
10.1101/009936	2014-10-03	CC BY-NC-ND
10.1101/009944	2014-10-03	CC BY-NC
10.1101/009951	2015-10-09	CC BY
10.1101/009969	2014-10-03	CC BY
10.1101/009977	2014-10-03	CC BY
10.1101/009985	2014-10-03	CC BY
10.1101/009993	2014-10-03	CC BY
10.1101/010009	2014-10-03	CC BY-NC-ND
10.1101/010017	2014-10-04	None
10.1101/010033	2014-10-06	CC BY
10.1101/010041	2014-12-22	CC BY-NC-ND
10.1101/010058	2014-10-06	CC BY-NC-ND
10.1101/010066	2014-10-08	None
10.1101/010074	2015-03-18	CC BY
10.1101/010082	2015-03-14	None
10.1101/010090	2014-10-07	CC BY
10.1101/010116	2015-01-08	None
10.1101/010124	2014-10-08	CC BY-NC-ND
10.1101/010132	2014-10-08	None
10.1101/010140	2015-03-09	CC BY-NC-ND
10.1101/010165	2014-10-08	None
10.1101/010173	2014-10-09	CC BY-NC-ND
10.1101/010181	2014-10-09	CC BY-NC
10.1101/010199	2015-03-22	CC BY-NC
10.1101/010207	2014-10-10	CC BY
10.1101/010215	2015-04-04	CC BY
10.1101/010231	2014-10-10	CC BY-ND
10.1101/010249	2014-10-10	None
10.1101/010256	2014-10-19	CC BY-NC-ND
10.1101/010314	2015-02-05	CC BY-NC-ND
10.1101/010322	2014-10-15	None
10.1101/010330	2014-11-19	CC BY-ND
10.1101/010348	2015-03-16	CC BY
10.1101/010355	2015-06-05	CC BY-NC-ND
10.1101/010363	2015-04-06	CC BY-NC-ND
10.1101/010371	2015-03-29	CC BY-NC-ND
10.1101/010389	2014-11-11	CC BY-ND
10.1101/010397	2014-10-16	CC BY-NC
10.1101/010405	2014-10-16	CC BY-NC-ND
10.1101/010413	2014-10-16	CC BY-NC
10.1101/010488	2014-10-17	None
10.1101/010496	2014-10-17	CC BY-NC
10.1101/010504	2014-10-19	CC BY-ND
10.1101/010512	2014-10-18	None
10.1101/010520	2014-10-20	None
10.1101/010538	2014-10-19	CC BY-NC
10.1101/010546	2014-10-27	None
10.1101/010553	2014-10-21	None
10.1101/010561	2014-10-20	None
10.1101/010587	2014-10-22	CC BY-NC-ND
10.1101/010595	2014-10-24	None
10.1101/010603	2014-10-22	None
10.1101/010611	2015-07-07	CC BY-NC-ND
10.1101/010629	2014-11-14	CC BY-NC-ND
10.1101/010637	2014-10-24	CC BY
10.1101/010645	2014-10-23	CC BY-NC-ND
10.1101/010652	2014-10-24	None
10.1101/010686	2015-03-16	CC BY
10.1101/010702	2014-10-27	CC BY-NC-ND
10.1101/010710	2014-10-25	None
10.1101/010728	2015-01-16	CC BY-NC-ND
10.1101/010751	2014-10-30	None
10.1101/010769	2014-10-27	CC BY-NC-ND
10.1101/010777	2015-08-03	CC BY-NC
10.1101/010785	2014-10-28	CC BY-ND
10.1101/010793	2014-10-28	CC BY-NC-ND
10.1101/010801	2014-10-28	CC BY-NC-ND
10.1101/010819	2014-10-28	CC BY-NC
10.1101/010835	2014-10-28	CC BY-NC-ND
10.1101/010843	2015-05-08	None
10.1101/010850	2014-10-29	CC BY
10.1101/010868	2015-04-02	CC BY-NC-ND
10.1101/010876	2014-11-25	CC BY
10.1101/010884	2014-10-30	CC BY-ND
10.1101/010900	2014-10-31	None
10.1101/010918	2014-10-29	None
10.1101/010926	2014-10-30	CC BY
10.1101/010934	2016-03-11	None
10.1101/010942	2014-10-30	None
10.1101/010959	2014-10-31	None
10.1101/010967	2014-11-06	CC BY
10.1101/010975	2015-05-13	CC BY
10.1101/010983	2014-10-31	CC BY-NC-ND
10.1101/010991	2014-12-23	CC BY
10.1101/011007	2015-04-08	None
10.1101/011023	2014-11-04	CC BY-NC-ND
10.1101/011031	2015-03-21	None
10.1101/011049	2014-11-03	CC BY-NC-ND
10.1101/011056	2014-11-03	CC BY-NC-ND
10.1101/011064	2015-10-15	CC BY-ND
10.1101/011072	2014-11-07	CC BY-NC-ND
10.1101/011080	2015-04-11	None
10.1101/011106	2015-02-01	CC BY
10.1101/011122	2014-12-13	None
10.1101/011130	2014-11-06	CC BY
10.1101/011148	2014-12-03	CC BY-NC-ND
10.1101/011171	2015-01-05	None
10.1101/011189	2015-02-07	None
10.1101/011197	2014-11-06	CC BY
10.1101/011205	2014-11-07	None
10.1101/011213	2014-11-07	CC BY-NC-ND
10.1101/011221	2014-11-07	CC BY-ND
10.1101/011247	2014-11-08	CC BY
10.1101/011262	2014-11-10	CC BY-NC
10.1101/011270	2014-11-09	CC BY-NC-ND
10.1101/011288	2014-11-10	CC BY
10.1101/011296	2014-11-10	CC BY-NC
10.1101/011304	2014-11-10	None
10.1101/011320	2015-07-08	None
10.1101/011346	2015-03-06	CC BY-NC-ND
10.1101/011353	2014-11-12	CC BY-ND
10.1101/011361	2015-02-23	CC BY-ND
10.1101/011379	2014-11-13	CC BY-NC-ND
10.1101/011387	2014-11-14	None
10.1101/011403	2014-12-23	CC BY
10.1101/011411	2014-11-13	CC BY-NC
10.1101/011429	2014-11-19	CC BY-NC-ND
10.1101/011437	2014-11-14	CC BY
10.1101/011445	2014-11-15	None
10.1101/011452	2014-11-15	CC BY-ND
10.1101/011460	2014-11-15	CC BY-NC-ND
10.1101/011486	2015-03-27	None
10.1101/011494	2014-11-17	CC BY-ND
10.1101/011502	2014-11-18	None
10.1101/011510	2014-11-17	CC BY-NC
10.1101/011528	2014-11-17	CC BY-NC
10.1101/011536	2015-01-29	CC BY
10.1101/011569	2014-12-11	CC BY
10.1101/011577	2014-11-18	None
10.1101/011585	2014-11-18	CC BY
10.1101/011593	2014-11-18	None
10.1101/011601	2015-05-11	CC BY-NC-ND
10.1101/011635	2014-11-19	None
10.1101/011650	2014-11-19	CC BY-NC-ND
10.1101/011668	2014-11-19	CC BY-NC-ND
10.1101/011676	2014-11-24	CC BY-NC-ND
10.1101/011684	2015-10-11	None
10.1101/011692	2015-01-23	CC BY-NC-ND
10.1101/011700	2014-11-24	CC BY
10.1101/011718	2014-11-20	CC BY-ND
10.1101/011734	2014-12-03	CC BY-NC
10.1101/011742	2014-12-23	CC BY-NC-ND
10.1101/011759	2014-11-24	CC BY-NC
10.1101/011767	2014-11-24	None
10.1101/011775	2014-11-25	CC BY-NC-ND
10.1101/011783	2014-11-26	None
10.1101/011791	2014-11-26	CC BY
10.1101/011809	2015-08-04	CC BY-NC-ND
10.1101/011817	2014-11-26	None
10.1101/011833	2015-07-01	None
10.1101/011841	2015-05-09	CC BY-NC-ND
10.1101/011858	2014-11-26	CC BY-ND
10.1101/011866	2014-11-27	None
10.1101/011882	2014-11-28	CC BY-NC-ND
10.1101/011890	2015-09-25	CC BY-NC-ND
10.1101/011908	2014-11-29	None
10.1101/011916	2014-11-29	None
10.1101/011932	2014-11-29	None
10.1101/011940	2015-01-27	CC BY-NC-ND
10.1101/011957	2015-02-19	CC BY
10.1101/011965	2014-11-29	None
10.1101/011973	2014-12-08	CC BY
10.1101/011999	2014-11-29	CC BY-NC
10.1101/012005	2014-12-03	CC BY-NC-ND
10.1101/012013	2014-11-29	CC BY-NC-ND
10.1101/012021	2014-11-30	CC BY
10.1101/012062	2014-12-01	CC BY-NC-ND
10.1101/012070	2014-12-02	CC BY
10.1101/012096	2014-12-03	CC BY-NC
10.1101/012104	2014-12-03	None
10.1101/012112	2014-12-05	None
10.1101/012138	2014-12-04	CC BY-NC-ND
10.1101/012161	2014-12-04	None
10.1101/012179	2014-12-05	CC BY
10.1101/012195	2014-12-04	CC BY-NC-ND
10.1101/012203	2014-12-04	CC BY
10.1101/012211	2015-04-17	None
10.1101/012229	2015-06-22	CC BY-NC-ND
10.1101/012237	2014-12-05	None
10.1101/012260	2015-07-29	CC BY
10.1101/012278	2014-12-05	None
10.1101/012310	2014-12-09	CC BY-NC-ND
10.1101/012344	2014-12-08	CC BY-ND
10.1101/012369	2014-12-09	None
10.1101/012385	2014-12-08	CC BY-NC-ND
10.1101/012393	2014-12-08	CC BY-NC
10.1101/012401	2014-12-08	CC BY-NC-ND
10.1101/012435	2014-12-09	None
10.1101/012443	2014-12-30	None
10.1101/012468	2014-12-08	CC BY-NC-ND
10.1101/012476	2015-08-03	CC BY-NC
10.1101/012492	2014-12-09	CC BY-NC
10.1101/012500	2015-04-22	CC BY-NC
10.1101/012518	2015-05-06	CC BY
10.1101/012526	2014-12-09	CC BY-NC-ND
10.1101/012534	2014-12-11	None
10.1101/012542	2014-12-11	None
10.1101/012559	2014-12-12	CC BY
10.1101/012567	2014-12-12	None
10.1101/012583	2015-07-10	CC BY-NC-ND
10.1101/012591	2014-12-15	None
10.1101/012609	2014-12-12	None
10.1101/012617	2014-12-15	CC BY-NC-ND
10.1101/012625	2014-12-12	CC BY
10.1101/012641	2014-12-12	CC BY-ND
10.1101/012658	2014-12-15	CC BY-NC-ND
10.1101/012666	2014-12-14	CC BY-NC-ND
10.1101/012682	2015-03-04	None
10.1101/012690	2015-04-08	CC BY-NC-ND
10.1101/012708	2014-12-13	CC BY
10.1101/012716	2014-12-13	CC BY-NC-ND
10.1101/012732	2014-12-13	None
10.1101/012740	2015-03-04	CC BY-NC-ND
10.1101/012757	2015-08-24	CC BY
10.1101/012799	2015-04-20	CC BY-NC-ND
10.1101/012807	2014-12-16	None
10.1101/012815	2014-12-16	CC BY
10.1101/012823	2015-06-22	None
10.1101/012831	2015-03-13	CC BY
10.1101/012849	2015-01-16	None
10.1101/012856	2014-12-16	None
10.1101/012864	2014-12-17	CC BY
10.1101/012872	2014-12-17	CC BY-ND
10.1101/012880	2014-12-20	None
10.1101/012906	2014-12-19	CC BY
10.1101/012914	2014-12-19	CC BY
10.1101/012922	2015-03-26	None
10.1101/012930	2015-01-02	CC BY
10.1101/012955	2015-01-02	CC BY
10.1101/012963	2014-12-19	None
10.1101/012971	2014-12-19	None
10.1101/012989	2015-06-05	CC BY-NC-ND
10.1101/012997	2014-12-24	None
10.1101/013003	2014-12-19	CC BY-NC-ND
10.1101/013011	2015-02-13	None
10.1101/013029	2014-12-19	CC BY-NC-ND
10.1101/013037	2015-02-17	CC BY
10.1101/013045	2014-12-20	CC BY
10.1101/013052	2014-12-22	CC BY-NC-ND
10.1101/013078	2014-12-22	None
10.1101/013086	2014-12-22	CC BY-NC-ND
10.1101/013110	2014-12-22	CC BY-NC-ND
10.1101/013128	2014-12-22	None
10.1101/013136	2015-01-03	CC BY-NC-ND
10.1101/013144	2014-12-23	CC BY-NC-ND
10.1101/013151	2014-12-23	CC BY-NC-ND
10.1101/013169	2015-01-26	CC BY-NC-ND
10.1101/013177	2015-06-12	None
10.1101/013185	2014-12-23	None
10.1101/013201	2014-12-24	CC BY
10.1101/013227	2015-05-28	None
10.1101/013243	2015-09-03	CC BY-NC-ND
10.1101/013250	2014-12-26	CC BY-NC-ND
10.1101/013268	2015-04-07	None
10.1101/013276	2014-12-30	CC BY-NC-ND
10.1101/013284	2014-12-27	None
10.1101/013318	2014-12-29	CC BY-NC-ND
10.1101/013326	2014-12-29	CC BY-NC-ND
10.1101/013334	2014-12-30	CC BY-NC-ND
10.1101/013342	2014-12-30	None
10.1101/013359	2014-12-30	CC BY-NC-ND
10.1101/013367	2015-04-08	None
10.1101/013375	2015-07-01	None
10.1101/013383	2015-01-02	CC BY-NC
10.1101/013417	2015-04-10	CC BY-NC-ND
10.1101/013425	2015-01-03	None
10.1101/013433	2015-02-10	CC BY-NC-ND
10.1101/013441	2015-03-29	CC BY-NC-ND
10.1101/013458	2015-01-12	CC BY-NC-ND
10.1101/013474	2015-08-24	CC BY
10.1101/013482	2015-01-06	None
10.1101/013490	2015-07-15	CC BY-NC
10.1101/013508	2015-01-06	CC BY-NC
10.1101/013516	2015-01-06	None
10.1101/013532	2015-01-07	CC BY-NC-ND
10.1101/013540	2015-01-11	CC BY
10.1101/013573	2015-01-09	None
10.1101/013581	2015-01-27	CC BY-NC-ND
10.1101/013599	2015-01-11	CC BY-ND
10.1101/013607	2015-06-09	CC BY
10.1101/013615	2015-01-10	CC BY-NC
10.1101/013623	2015-03-25	CC BY
10.1101/013631	2015-01-10	CC BY-ND
10.1101/013649	2015-04-15	CC BY-NC
10.1101/013656	2015-01-11	CC BY-NC
10.1101/013664	2015-01-10	CC BY-NC-ND
10.1101/013672	2015-01-11	CC BY-NC
10.1101/013680	2015-01-11	CC BY
10.1101/013698	2015-01-23	CC BY-NC-ND
10.1101/013706	2015-01-13	CC BY-NC-ND
10.1101/013714	2015-01-13	CC BY-NC-ND
10.1101/013722	2015-01-13	CC BY-NC-ND
10.1101/013730	2015-01-31	None
10.1101/013755	2015-01-13	CC BY-NC-ND
10.1101/013763	2015-01-15	CC BY
10.1101/013771	2015-01-21	CC BY-NC
10.1101/013789	2015-01-14	None
10.1101/013797	2015-07-07	CC BY
10.1101/013805	2015-01-14	CC BY-NC
10.1101/013813	2015-06-09	CC BY-NC-ND
10.1101/013821	2015-01-16	CC BY-NC-ND
10.1101/013839	2015-01-15	CC BY-NC-ND
10.1101/013847	2015-08-19	None
10.1101/013854	2015-01-15	CC BY
10.1101/013862	2015-01-16	CC BY
10.1101/013870	2015-01-16	None
10.1101/013888	2015-01-19	CC BY-ND
10.1101/013896	2015-03-19	CC BY
10.1101/013904	2015-01-16	CC BY
10.1101/013912	2015-01-18	CC BY-NC-ND
10.1101/013920	2015-01-16	CC BY-NC-ND
10.1101/013938	2015-06-19	CC BY-NC-ND
10.1101/013946	2015-01-20	None
10.1101/013953	2015-01-18	CC BY-NC
10.1101/013961	2015-03-06	CC BY-ND
10.1101/013979	2015-01-19	CC BY-NC-ND
10.1101/013987	2015-01-19	CC BY-NC-ND
10.1101/013995	2015-12-28	CC BY-NC-ND
10.1101/014001	2015-01-22	None
10.1101/014019	2015-02-02	None
10.1101/014027	2015-01-20	CC BY-NC-ND
10.1101/014035	2015-01-20	None
10.1101/014043	2015-05-04	CC BY
10.1101/014050	2015-01-21	CC BY
10.1101/014068	2015-01-21	CC BY-NC-ND
10.1101/014076	2015-01-22	CC BY-NC-ND
10.1101/014092	2015-04-15	None
10.1101/014100	2015-02-04	None
10.1101/014118	2015-01-22	CC BY-NC-ND
10.1101/014126	2015-01-22	CC BY-NC-ND
10.1101/014134	2015-01-22	CC BY-NC
10.1101/014142	2015-01-22	CC BY-NC-ND
10.1101/014159	2015-01-22	CC BY-NC-ND
10.1101/014167	2015-01-23	CC BY-NC
10.1101/014175	2015-01-23	CC BY-NC
10.1101/014183	2015-04-09	CC BY
10.1101/014209	2015-06-25	CC BY-ND
10.1101/014217	2015-10-09	CC BY-NC-ND
10.1101/014225	2015-01-24	CC BY
10.1101/014233	2015-01-23	CC BY-NC-ND
10.1101/014241	2015-01-23	CC BY-ND
10.1101/014258	2015-01-23	CC BY
10.1101/014274	2015-01-23	CC BY
10.1101/014282	2015-01-23	CC BY
10.1101/014290	2015-01-26	CC BY
10.1101/014308	2015-05-07	CC BY-NC-ND
10.1101/014316	2015-01-24	CC BY-NC-ND
10.1101/014324	2015-04-21	CC BY
10.1101/014340	2015-01-24	CC BY
10.1101/014357	2015-01-26	CC BY-NC-ND
10.1101/014365	2015-02-02	CC BY-NC
10.1101/014373	2015-01-26	None
10.1101/014381	2015-01-26	None
10.1101/014399	2015-01-26	CC BY
10.1101/014407	2015-03-09	None
10.1101/014415	2015-10-01	CC BY-NC-ND
10.1101/014423	2015-01-27	None
10.1101/014431	2015-01-27	None
10.1101/014449	2015-01-27	None
10.1101/014456	2015-02-25	None
10.1101/014464	2015-01-27	CC BY-NC-ND
10.1101/014472	2015-01-27	None
10.1101/014480	2015-01-27	CC BY-NC-ND
10.1101/014498	2015-04-06	None
10.1101/014514	2015-01-28	CC BY-NC-ND
10.1101/014522	2015-01-29	None
10.1101/014530	2015-01-29	None
10.1101/014548	2015-01-29	None
10.1101/014563	2015-01-29	None
10.1101/014571	2015-01-29	CC BY-NC
10.1101/014589	2015-02-04	CC BY-NC-ND
10.1101/014605	2015-01-30	CC BY
10.1101/014613	2015-01-30	CC BY-NC-ND
10.1101/014639	2015-02-02	CC BY-NC-ND
10.1101/014647	2015-02-17	CC BY-NC-ND
10.1101/014654	2015-02-02	CC BY-NC
10.1101/014662	2015-02-07	CC BY-NC
10.1101/014688	2015-02-16	None
10.1101/014696	2015-02-03	CC BY-NC-ND
10.1101/014704	2015-02-02	None
10.1101/014720	2015-02-04	CC BY-NC
10.1101/014738	2015-02-03	CC BY-NC-ND
10.1101/014779	2015-02-03	CC BY-NC-ND
10.1101/014787	2015-02-03	CC BY-NC-ND
10.1101/014795	2015-02-03	CC BY-NC-ND
10.1101/014803	2015-08-22	CC BY-NC-ND
10.1101/014811	2015-02-03	CC BY
10.1101/014829	2015-03-03	CC BY-ND
10.1101/014837	2015-02-04	CC BY
10.1101/014845	2015-02-04	CC BY-ND
10.1101/014852	2016-02-17	CC BY-NC-ND
10.1101/014886	2015-02-04	CC BY-NC-ND
10.1101/014894	2015-02-11	None
10.1101/014902	2015-02-20	CC BY-NC-ND
10.1101/014910	2015-02-23	CC BY
10.1101/014928	2015-02-05	CC BY-NC-ND
10.1101/014936	2015-06-11	None
10.1101/014944	2015-02-06	None
10.1101/014951	2015-02-06	CC BY
10.1101/014977	2015-10-08	CC BY-NC
10.1101/014985	2015-02-06	None
10.1101/014993	2015-02-07	CC BY
10.1101/015008	2015-02-07	CC BY
10.1101/015016	2015-02-08	None
10.1101/015032	2015-06-03	None
10.1101/015040	2015-02-09	CC BY
10.1101/015057	2015-02-09	None
10.1101/015065	2015-02-10	CC BY-NC-ND
10.1101/015099	2015-02-10	None
10.1101/015107	2015-05-15	CC BY
10.1101/015115	2015-02-11	None
10.1101/015123	2015-02-11	None
10.1101/015131	2015-02-11	CC BY
10.1101/015149	2015-02-11	CC BY-NC-ND
10.1101/015156	2015-04-22	CC BY-NC-ND
10.1101/015164	2015-06-10	CC BY
10.1101/015172	2015-02-13	CC BY
10.1101/015180	2015-10-06	CC BY-NC-ND
10.1101/015198	2015-02-16	None
10.1101/015214	2015-04-15	CC BY-NC-ND
10.1101/015222	2015-02-15	CC BY
10.1101/015230	2015-09-24	CC BY
10.1101/015289	2015-02-17	None
10.1101/015297	2015-02-27	CC BY-NC-ND
10.1101/015305	2015-03-19	CC BY-NC
10.1101/015321	2015-02-17	CC BY-NC-ND
10.1101/015339	2015-02-17	CC BY-NC-ND
10.1101/015370	2015-02-19	CC BY
10.1101/015396	2015-02-18	CC BY-NC-ND
10.1101/015404	2015-10-05	CC BY
10.1101/015412	2015-02-18	CC BY-NC
10.1101/015438	2015-04-30	CC BY-NC-ND
10.1101/015446	2015-02-19	CC BY-ND
10.1101/015453	2015-02-19	None
10.1101/015479	2015-02-19	CC BY-NC-ND
10.1101/015495	2015-02-23	CC BY-NC
10.1101/015503	2015-02-20	CC BY
10.1101/015511	2015-02-22	CC BY-NC-ND
10.1101/015529	2015-02-20	CC BY-NC-ND
10.1101/015537	2015-02-20	None
10.1101/015545	2015-11-13	CC BY-NC-ND
10.1101/015552	2015-03-11	CC BY
10.1101/015560	2015-11-13	CC BY-NC-ND
10.1101/015578	2015-02-20	CC BY
10.1101/015586	2015-02-23	CC BY-NC-ND
10.1101/015594	2015-02-23	CC BY-NC-ND
10.1101/015602	2015-02-23	CC BY
10.1101/015628	2015-02-24	CC BY
10.1101/015651	2015-09-27	CC BY-NC-ND
10.1101/015669	2015-02-24	None
10.1101/015677	2015-02-26	CC BY-NC-ND
10.1101/015685	2015-02-26	CC BY-NC-ND
10.1101/015693	2015-02-26	CC BY-NC-ND
10.1101/015719	2015-02-26	CC BY
10.1101/015727	2015-02-26	None
10.1101/015743	2015-09-21	CC BY-NC
10.1101/015750	2015-02-27	None
10.1101/015776	2015-02-27	CC BY-NC-ND
10.1101/015784	2015-02-27	None
10.1101/015792	2015-02-27	None
10.1101/015800	2015-03-02	CC BY-NC
10.1101/015818	2015-03-01	CC BY
10.1101/015826	2015-03-01	CC BY
10.1101/015834	2015-10-22	CC BY-NC-ND
10.1101/015859	2015-03-04	None
10.1101/015867	2015-03-03	CC BY
10.1101/015875	2015-03-01	None
10.1101/015883	2015-03-02	CC BY-NC-ND
10.1101/015891	2015-03-02	CC BY-NC-ND
10.1101/015909	2015-03-02	None
10.1101/015917	2015-03-02	CC BY
10.1101/015925	2015-03-26	CC BY-NC-ND
10.1101/015941	2015-03-04	CC BY-NC-ND
10.1101/015958	2015-08-05	CC BY-NC-ND
10.1101/015966	2015-03-03	None
10.1101/015974	2015-03-04	CC BY-NC-ND
10.1101/016006	2015-03-24	CC BY-ND
10.1101/016022	2015-03-04	CC BY-NC-ND
10.1101/016030	2015-03-06	CC BY-NC-ND
10.1101/016063	2015-03-07	None
10.1101/016089	2015-03-06	CC BY-NC-ND
10.1101/016097	2015-03-06	None
10.1101/016105	2015-03-06	CC BY-NC-ND
10.1101/016121	2015-03-06	CC BY-NC
10.1101/016139	2015-03-06	None
10.1101/016154	2015-03-06	CC BY
10.1101/016162	2015-03-10	None
10.1101/016188	2015-03-08	CC BY-ND
10.1101/016196	2015-03-07	CC BY-NC-ND
10.1101/016204	2015-03-07	CC BY-NC-ND
10.1101/016212	2015-03-07	None
10.1101/016238	2015-03-17	CC BY-ND
10.1101/016246	2015-03-10	CC BY-NC-ND
10.1101/016261	2015-06-15	CC BY-NC-ND
10.1101/016295	2015-03-11	None
10.1101/016303	2015-03-09	CC BY-NC-ND
10.1101/016311	2015-03-09	CC BY-NC-ND
10.1101/016329	2015-03-11	None
10.1101/016337	2015-03-14	CC BY
10.1101/016345	2015-03-10	CC BY
10.1101/016352	2015-03-10	CC BY-NC-ND
10.1101/016360	2015-06-03	CC BY-NC-ND
10.1101/016378	2015-03-10	CC BY-NC
10.1101/016386	2015-12-09	CC BY-NC-ND
10.1101/016394	2015-05-22	CC BY-NC-ND
10.1101/016402	2015-03-11	CC BY-NC-ND
10.1101/016410	2015-03-12	CC BY-ND
10.1101/016428	2015-03-14	CC BY-ND
10.1101/016436	2015-03-14	CC BY-NC-ND
10.1101/016451	2015-03-14	CC BY
10.1101/016469	2015-10-27	CC BY-NC-ND
10.1101/016477	2015-10-10	CC BY-NC-ND
10.1101/016485	2015-08-20	CC BY
10.1101/016493	2015-03-27	CC BY-NC-ND
10.1101/016519	2015-03-20	CC BY
10.1101/016527	2015-06-05	CC BY-NC-ND
10.1101/016543	2015-03-14	CC BY-NC-ND
10.1101/016576	2015-03-17	None
10.1101/016592	2015-03-17	CC BY
10.1101/016618	2015-06-10	CC BY-NC-ND
10.1101/016626	2015-11-23	CC BY-NC
10.1101/016642	2015-03-17	CC BY
10.1101/016659	2015-03-17	CC BY
10.1101/016667	2015-04-01	CC BY-NC-ND
10.1101/016675	2015-03-19	CC BY-NC-ND
10.1101/016683	2015-03-17	None
10.1101/016691	2015-03-24	CC BY-NC-ND
10.1101/016709	2015-07-16	CC BY-NC-ND
10.1101/016725	2015-03-19	None
10.1101/016733	2015-08-29	CC BY
10.1101/016758	2015-03-20	CC BY-ND
10.1101/016774	2015-06-01	CC BY-NC
10.1101/016782	2015-03-20	CC BY-NC
10.1101/016790	2015-03-20	CC BY-NC-ND
10.1101/016808	2015-03-21	None
10.1101/016816	2015-03-30	CC BY-NC
10.1101/016824	2015-03-20	CC BY-NC-ND
10.1101/016832	2015-03-22	CC BY-ND
10.1101/016840	2015-12-09	CC BY
10.1101/016857	2015-03-22	CC BY-NC-ND
10.1101/016865	2015-03-22	CC BY-NC-ND
10.1101/016873	2015-03-22	CC BY-NC-ND
10.1101/016881	2015-03-26	CC BY-NC-ND
